,PA13:NO2,PA13:NO,PA13:NOX,PA13:O3,OBJECTID
2024/02/23 19:00:00+00,37.1,1.5,39.4,39.9,1295
2024/02/23 20:00:00+00,46.9,2.7,51,25.5,1296
2024/02/23 21:00:00+00,24.2,1.4,26.4,54.8,1297
2024/02/23 22:00:00+00,23.7,1,25.3,54.7,1298
2024/02/23 23:00:00+00,18.9,0.7,19.9,55.4,1299
2024/02/24 00:00:00+00,12.7,1.2,14.6,61,1300
2024/02/24 01:00:00+00,9.4,1.1,11.1,68.6,1301
2024/02/24 02:00:00+00,10.1,0.7,11.2,62.7,1302
2024/02/24 03:00:00+00,10.6,-0.2,10.1,64.7,1303
2024/02/24 04:00:00+00,14.2,0.8,15.5,60.3,1304
2024/02/24 05:00:00+00,14.2,0.7,15.2,59.5,1305
2024/02/24 06:00:00+00,15.9,0.7,17,58.7,1306
2024/02/24 07:00:00+00,12.3,0.7,13.4,59.2,1307
2024/02/24 08:00:00+00,13.4,1.3,15.5,58.9,1308
2024/02/24 09:00:00+00,11.1,1.7,13.6,64.3,1309
2024/02/24 10:00:00+00,12.8,2.7,16.9,61.9,1310
2024/02/24 11:00:00+00,12.3,3.1,17.1,62.6,1311
2024/02/24 12:00:00+00,11.2,3.4,16.4,65,1312
2024/02/24 13:00:00+00,11,2.3,14.6,67.1,1313
2024/02/24 14:00:00+00,10.8,1.8,13.6,68.9,1314
2024/02/24 15:00:00+00,13.4,2.1,16.7,66.6,1315
2024/02/24 16:00:00+00,17.7,1.2,19.6,63.3,1316
2024/02/24 17:00:00+00,15.8,1,17.3,64.1,1317
2024/02/24 18:00:00+00,21,0.7,22.1,58.9,1318
2024/02/24 19:00:00+00,29.7,0.9,31.1,48.4,1319
2024/02/24 20:00:00+00,24.5,1,26.1,54.8,1320
2024/02/24 21:00:00+00,16.9,0.9,18.3,58.8,1321
2024/02/24 22:00:00+00,16.1,0.8,17.4,55.7,1322
2024/02/24 23:00:00+00,17.2,0.6,18.2,52.7,1323
2024/02/25 00:00:00+00,15.6,1.2,17.6,52.8,1324
2024/02/25 01:00:00+00,12.6,1.2,14.4,54.1,1325
2024/02/25 02:00:00+00,10.1,0.4,10.6,56,1326
2024/02/25 03:00:00+00,11.9,0.8,13.2,52.5,1327
2024/02/25 04:00:00+00,9.6,0.5,10.3,56.2,1328
2024/02/25 05:00:00+00,10,0.8,11.1,58.2,1329
2024/02/25 06:00:00+00,10.7,0.3,11.1,58.1,1330
2024/02/25 07:00:00+00,13.4,0.5,14.1,51.9,1331
2024/02/25 08:00:00+00,16,0.9,17.4,53.1,1332
2024/02/25 09:00:00+00,12.7,0.6,13.6,55.6,1333
2024/02/25 10:00:00+00,11.8,1.2,13.6,55.3,1334
2024/02/25 11:00:00+00,11.4,1.7,14.1,55,1335
2024/02/25 12:00:00+00,10.7,1.8,13.6,57.7,1336
2024/02/25 13:00:00+00,11.3,1.5,13.5,59.8,1337
2024/02/25 14:00:00+00,12.5,1.4,14.5,58.2,1338
2024/02/25 15:00:00+00,12.4,0.9,13.8,57.6,1339
2024/02/25 16:00:00+00,12.6,1.1,14.3,56.6,1340
2024/02/25 17:00:00+00,14.8,0.6,15.8,53.5,1341
2024/02/25 18:00:00+00,19,0.7,20.2,48.6,1342
2024/02/25 19:00:00+00,20.1,1,21.7,49.7,1343
2024/02/25 20:00:00+00,19.9,1.2,21.8,51.4,1344
2024/02/25 21:00:00+00,18.6,1.1,20.4,50.4,1345
2024/02/25 22:00:00+00,12.9,0.9,14.2,50.3,1346
2024/02/25 23:00:00+00,14.5,0.8,15.7,43.7,1347
2024/02/26 00:00:00+00,16.1,0.9,17.6,38.9,1348
2024/02/26 01:00:00+00,13.7,0.8,15,38.8,1349
2024/02/26 02:00:00+00,11,1.3,13,44,1350
2024/02/26 03:00:00+00,11.2,0.6,12.2,53.7,1351
2024/02/26 04:00:00+00,10.9,1,12.5,54.2,1352
2024/02/26 05:00:00+00,12.7,0.5,13.6,49.4,1353
2024/02/26 06:00:00+00,20,1.3,22.1,41.7,1354
2024/02/26 07:00:00+00,39.7,2.3,43.1,22.2,1355
2024/02/26 08:00:00+00,52.6,6.4,62.3,12.7,1356
2024/02/26 09:00:00+00,41.5,6.2,51.1,22,1357
2024/02/26 10:00:00+00,35,6.2,44.6,29.2,1358
2024/02/26 11:00:00+00,22.8,5.1,30.6,41.3,1359
2024/02/26 12:00:00+00,16.3,3.5,21.6,49.2,1360
2024/02/26 13:00:00+00,22.4,3.9,28.4,32.4,1361
2024/02/26 14:00:00+00,19.9,3.6,25.5,36.8,1362
2024/02/26 15:00:00+00,20.5,3.2,25.3,37.7,1363
2024/02/26 16:00:00+00,22.2,3.1,27,35.8,1364
2024/02/26 17:00:00+00,22,2,25,38,1365
2024/02/26 18:00:00+00,21.8,1.7,24.4,38.7,1366
2024/02/26 19:00:00+00,20.7,1.3,22.8,37.6,1367
2024/02/26 20:00:00+00,19.1,0.4,19.7,37.4,1368
2024/02/26 21:00:00+00,17.1,0.6,18.1,41.9,1369
2024/02/26 22:00:00+00,14.1,0.6,15.1,47.1,1370
2024/02/26 23:00:00+00,12.3,0.8,13.5,49.5,1371
2024/02/27 00:00:00+00,11.1,0.7,12.2,49.1,1372
2024/02/27 01:00:00+00,9.8,0.6,10.7,48.2,1373
2024/02/27 02:00:00+00,9.3,0.8,10.6,45.5,1374
2024/02/27 03:00:00+00,9.3,1.3,11.3,43.5,1375
2024/02/27 04:00:00+00,10.2,0.2,10.6,42.5,1376
2024/02/27 05:00:00+00,11.3,0.8,12.6,43.6,1377
2024/02/27 06:00:00+00,16.1,0.8,17.3,38.9,1378
2024/02/27 07:00:00+00,18,1.4,20.1,36.9,1379
2024/02/27 08:00:00+00,23.5,2,26.6,30.9,1380
2024/02/27 09:00:00+00,23.5,2.3,27,31.5,1381
2024/02/27 10:00:00+00,22.5,3.3,27.6,32.4,1382
2024/02/27 11:00:00+00,20.6,4.4,27.4,35.7,1383
2024/02/27 12:00:00+00,18.3,4.3,24.8,40.4,1384
2024/02/27 13:00:00+00,18.5,4,24.6,43.3,1385
2024/02/27 14:00:00+00,21.3,3,26,40.7,1386
2024/02/27 15:00:00+00,,,,,1387
2024/02/27 16:00:00+00,,,,,1388
2024/02/27 17:00:00+00,,,,57.1,1389
2024/02/27 18:00:00+00,25.9,1.7,28.5,51.4,1390
2024/02/27 19:00:00+00,31.4,1,32.9,45.4,1391
2024/02/27 20:00:00+00,29.4,1.8,32.1,45.8,1392
2024/02/27 21:00:00+00,26.3,0.8,27.6,47,1393
2024/02/27 22:00:00+00,21.1,1.1,22.8,54,1394
2024/02/27 23:00:00+00,20.2,1.1,22,53.5,1395
2024/02/28 00:00:00+00,17.9,0.8,19.2,52.5,1396
2024/02/28 01:00:00+00,16.7,1.2,18.6,49.5,1397
2024/02/28 02:00:00+00,15.7,0.8,16.9,48.1,1398
2024/02/28 03:00:00+00,17.5,1.4,19.6,42.6,1399
2024/02/28 04:00:00+00,24,1.3,26.1,33.6,1400
2024/02/28 05:00:00+00,29,4.7,36.2,27.9,1401
2024/02/28 06:00:00+00,54.8,34.2,107.2,0,1402
2024/02/28 07:00:00+00,57.4,47.5,130.3,-0.1,1403
2024/02/28 08:00:00+00,61.1,74.8,175.8,1.3,1404
2024/02/28 09:00:00+00,61,78.9,181.9,5.6,1405
2024/02/28 10:00:00+00,53.2,33.3,104.3,23.1,1406
2024/02/28 11:00:00+00,37.5,12.7,57.1,42.4,1407
2024/02/28 12:00:00+00,29.5,6.8,39.8,51,1408
2024/02/28 13:00:00+00,15.5,2.6,19.5,64.5,1409
2024/02/28 14:00:00+00,13.9,2.8,18.1,66,1410
2024/02/28 15:00:00+00,15.8,2.3,19.3,64.5,1411
2024/02/28 16:00:00+00,18,1.6,20.6,62.5,1412
2024/02/28 17:00:00+00,19.5,1.6,22,58.5,1413
2024/02/28 18:00:00+00,23.3,1.4,25.4,54.6,1414
2024/02/28 19:00:00+00,37.3,1.4,39.5,38.2,1415
2024/02/28 20:00:00+00,43.2,1.8,45.8,31.3,1416
2024/02/28 21:00:00+00,38.3,2,41.3,32.6,1417
2024/02/28 22:00:00+00,34.3,1.8,37.1,34.7,1418
2024/02/28 23:00:00+00,26.7,1.3,28.7,39,1419
2024/02/29 00:00:00+00,20,1.2,21.8,45,1420
2024/02/29 01:00:00+00,18,0.8,19.3,47.7,1421
2024/02/29 02:00:00+00,15.7,1,17.3,49.6,1422
2024/02/29 03:00:00+00,14.4,0.5,15.3,51.4,1423
2024/02/29 04:00:00+00,12.8,0.5,13.4,54,1424
2024/02/29 05:00:00+00,18.2,0.9,19.7,46.2,1425
2024/02/29 06:00:00+00,25.2,1.3,27.2,38.3,1426
2024/02/29 07:00:00+00,29.9,2.3,33.4,31.5,1427
2024/02/29 08:00:00+00,36,3.9,41.8,25.1,1428
2024/02/29 09:00:00+00,33.4,5.3,41.5,23.6,1429
2024/02/29 10:00:00+00,34.3,6.4,44,21.6,1430
2024/02/29 11:00:00+00,31.5,7.4,42.9,25,1431
2024/02/29 12:00:00+00,27.2,5.7,35.9,30.6,1432
2024/02/29 13:00:00+00,24.3,4.9,31.9,32.2,1433
2024/02/29 14:00:00+00,23.1,4.5,29.9,34.7,1434
2024/02/29 15:00:00+00,24.7,3.3,29.8,35.6,1435
2024/02/29 16:00:00+00,23.8,2.8,28.1,37.2,1436
2024/02/29 17:00:00+00,28.4,3,33.1,35.5,1437
2024/02/29 18:00:00+00,27.8,2.2,31,38.3,1438
2024/02/29 19:00:00+00,26.4,1.8,29.3,38.8,1439
2024/02/29 20:00:00+00,23.4,1.4,25.6,42.1,1440
2024/02/29 21:00:00+00,19.6,1.5,22,46.5,1441
2024/02/29 22:00:00+00,16.5,0.9,17.9,54.6,1442
2024/02/29 23:00:00+00,11.9,1.3,13.9,68.1,1443
2024/03/01 00:00:00+00,9.8,1.2,11.6,67.7,1444
2024/03/01 01:00:00+00,12,1.1,13.6,64.5,1445
2024/03/01 02:00:00+00,10.1,1.1,11.9,67,1446
2024/03/01 03:00:00+00,11.6,1,13.1,62.3,1447
2024/03/01 04:00:00+00,14.3,1.2,16.2,54.3,1448
2024/03/01 05:00:00+00,16.1,1.3,18,53.4,1449
2024/03/01 06:00:00+00,21.5,1.5,23.8,52.2,1450
2024/03/01 07:00:00+00,35.3,1.4,37.5,38.9,1451
2024/03/01 08:00:00+00,29.4,3.2,34.2,43.5,1452
2024/03/01 09:00:00+00,21.1,3.8,27,52.7,1453
2024/03/01 10:00:00+00,20.1,2.5,23.8,55.4,1454
2024/03/01 11:00:00+00,20.5,2.3,24.1,55.6,1455
2024/03/01 12:00:00+00,16.2,1.9,19.3,63,1456
2024/03/01 13:00:00+00,16.5,2.8,20.7,63.8,1457
2024/03/01 14:00:00+00,17,2.8,21.3,64.4,1458
2024/03/01 15:00:00+00,16,3,20.5,64,1459
2024/03/01 16:00:00+00,16.6,2.5,20.4,67.6,1460
2024/03/01 17:00:00+00,17.8,1.9,20.7,62.3,1461
2024/03/01 18:00:00+00,17.3,0.5,18,59.3,1462
2024/03/01 19:00:00+00,13.6,0.6,14.4,69.3,1463
2024/03/01 20:00:00+00,16.4,0.7,17.5,68.3,1464
2024/03/01 21:00:00+00,24.6,0.4,25.1,70.5,1465
2024/03/01 22:00:00+00,24.3,0.8,25.6,67.6,1466
2024/03/01 23:00:00+00,19.9,0.3,20.4,66.5,1467
2024/03/02 00:00:00+00,20.3,0.6,21.2,66.4,1468
2024/03/02 01:00:00+00,17,0.6,17.9,66.5,1469
2024/03/02 02:00:00+00,12.6,0.2,13,68.1,1470
2024/03/02 03:00:00+00,12.6,1,14.1,66.5,1471
2024/03/02 04:00:00+00,11.1,0.3,11.6,66,1472
2024/03/02 05:00:00+00,12,0.7,13.1,66.5,1473
2024/03/02 06:00:00+00,13.9,0.9,15.2,65.4,1474
2024/03/02 07:00:00+00,13.9,0.7,15,63.1,1475
2024/03/02 08:00:00+00,15.8,1.4,18,59.4,1476
2024/03/02 09:00:00+00,15.1,1.2,17,67.2,1477
2024/03/02 10:00:00+00,24.8,1.6,27.1,59.7,1478
2024/03/02 11:00:00+00,22.5,2.4,26.3,57.1,1479
2024/03/02 12:00:00+00,19.9,1.9,22.9,62.6,1480
2024/03/02 13:00:00+00,20.9,2,23.9,64.7,1481
2024/03/02 14:00:00+00,22.9,2.6,27,64.9,1482
2024/03/02 15:00:00+00,26.5,2.5,30.3,56.4,1483
2024/03/02 16:00:00+00,22.2,1.6,24.6,58.1,1484
2024/03/02 17:00:00+00,24.8,1,26.5,54.9,1485
2024/03/02 18:00:00+00,26.7,1,28.3,56.8,1486
2024/03/02 19:00:00+00,30.7,0.8,31.9,52.9,1487
2024/03/02 20:00:00+00,26.1,1.6,28.5,53.7,1488
2024/03/02 21:00:00+00,31.2,1.2,33.1,47.8,1489
2024/03/02 22:00:00+00,31.7,1.8,34.4,49.2,1490
2024/03/02 23:00:00+00,25.3,1.6,27.6,59.3,1491
2024/03/03 00:00:00+00,19.8,0.7,20.9,70.5,1492
2024/03/03 01:00:00+00,21.8,1.1,23.5,58.9,1493
2024/03/03 02:00:00+00,25.3,0.8,26.5,47.7,1494
2024/03/03 03:00:00+00,19.3,1.6,21.7,53.8,1495
2024/03/03 04:00:00+00,18.9,1.3,20.9,55.5,1496
2024/03/03 05:00:00+00,13,1.2,14.9,60.4,1497
2024/03/03 06:00:00+00,14.6,1.1,16.3,49.8,1498
2024/03/03 07:00:00+00,19.9,1.5,22.2,37.3,1499
2024/03/03 08:00:00+00,21.2,2.4,24.8,33.9,1500
2024/03/03 09:00:00+00,21.5,3.2,26.4,37.7,1501
2024/03/03 10:00:00+00,20.2,3.3,25.1,43.6,1502
2024/03/03 11:00:00+00,20.1,4.1,26.5,46.9,1503
2024/03/03 12:00:00+00,19.4,4.2,25.9,50.8,1504
2024/03/03 13:00:00+00,17.8,3.3,22.8,52.7,1505
2024/03/03 14:00:00+00,15.9,2.3,19.4,55.6,1506
2024/03/03 15:00:00+00,14.6,2,17.7,58.6,1507
2024/03/03 16:00:00+00,12.8,2.2,16.1,61.1,1508
2024/03/03 17:00:00+00,13,1.6,15.5,61.1,1509
2024/03/03 18:00:00+00,18,0.8,19.2,53.3,1510
2024/03/03 19:00:00+00,27.1,1.3,29.1,44.9,1511
2024/03/03 20:00:00+00,29,1.9,32,45.8,1512
2024/03/03 21:00:00+00,30.8,1.6,33.2,44.4,1513
2024/03/03 22:00:00+00,32.1,1.8,34.9,40,1514
2024/03/03 23:00:00+00,35.2,2.7,39.3,34.6,1515
2024/03/04 00:00:00+00,41.6,2.6,45.6,23.8,1516
2024/03/04 01:00:00+00,41.6,3.4,46.9,23,1517
2024/03/04 02:00:00+00,28.1,2.8,32.4,36.8,1518
2024/03/04 03:00:00+00,43,2.1,46.2,16,1519
2024/03/04 04:00:00+00,48.2,4.8,55.5,7.1,1520
2024/03/04 05:00:00+00,53.2,16.2,78,0.7,1521
2024/03/04 06:00:00+00,58.1,39.2,118.2,-0.1,1522
2024/03/04 07:00:00+00,60.9,60.3,153.3,0.2,1523
2024/03/04 08:00:00+00,65.7,124.4,256.5,1.2,1524
2024/03/04 09:00:00+00,79.7,135.4,287.2,3.7,1525
2024/03/04 10:00:00+00,58.1,50.3,135.2,26.6,1526
2024/03/04 11:00:00+00,34.2,13.3,54.7,53.2,1527
2024/03/04 12:00:00+00,20.1,5.2,28,68.4,1528
2024/03/04 13:00:00+00,16,4.1,22.2,70.8,1529
2024/03/04 14:00:00+00,15,4.6,22.1,71.4,1530
2024/03/04 15:00:00+00,12.8,2.5,16.6,74.7,1531
2024/03/04 16:00:00+00,14.8,3,19.5,71.7,1532
2024/03/04 17:00:00+00,15.9,1.9,18.8,68.8,1533
2024/03/04 18:00:00+00,20.5,0.7,21.6,62.7,1534
2024/03/04 19:00:00+00,33.1,1.2,34.9,49.1,1535
2024/03/04 20:00:00+00,42.2,1.2,44.1,39.1,1536
2024/03/04 21:00:00+00,42.1,1.6,44.5,36.6,1537
2024/03/04 22:00:00+00,30.7,1.7,33.4,57.2,1538
2024/03/04 23:00:00+00,11.4,1.1,13.2,78.5,1539
2024/03/05 00:00:00+00,13.1,0.6,14.1,69,1540
2024/03/05 01:00:00+00,11.8,0.4,12.4,64.8,1541
2024/03/05 02:00:00+00,9.7,0.2,10,66.8,1542
2024/03/05 03:00:00+00,9.9,0.9,11.3,63.8,1543
2024/03/05 04:00:00+00,8.7,0.3,9.2,64.4,1544
2024/03/05 05:00:00+00,14.2,0.9,15.6,58.2,1545
2024/03/05 06:00:00+00,31.2,1.7,33.8,35.9,1546
2024/03/05 07:00:00+00,38.3,3.3,43.3,32,1547
2024/03/05 08:00:00+00,43.1,5.7,51.8,29.4,1548
2024/03/05 09:00:00+00,28.5,4.9,36.1,47.9,1549
2024/03/05 10:00:00+00,22.6,3.4,27.7,57.1,1550
2024/03/05 11:00:00+00,20.5,3.7,26.2,57.5,1551
2024/03/05 12:00:00+00,13,2.3,16.4,69.6,1552
2024/03/05 13:00:00+00,12.9,2.4,16.6,71.2,1553
2024/03/05 14:00:00+00,16.4,2.8,20.7,68.1,1554
2024/03/05 15:00:00+00,16.7,2.2,20.1,68.6,1555
2024/03/05 16:00:00+00,14.1,2.2,17.6,70.9,1556
2024/03/05 17:00:00+00,15.9,1.4,18,68.3,1557
2024/03/05 18:00:00+00,19.4,1.3,21.4,61.3,1558
2024/03/05 19:00:00+00,31.7,1.4,33.9,48.5,1559
2024/03/05 20:00:00+00,16.8,0.9,18.3,64.9,1560
2024/03/05 21:00:00+00,14.9,0.8,16.1,63.5,1561
2024/03/05 22:00:00+00,18.9,1.1,20.6,57.6,1562
2024/03/05 23:00:00+00,25.6,1.5,28,46.3,1563
2024/03/06 00:00:00+00,26.5,1.1,28.2,42.2,1564
2024/03/06 01:00:00+00,15.9,2,18.9,52.3,1565
2024/03/06 02:00:00+00,11.3,0.8,12.6,58,1566
2024/03/06 03:00:00+00,11,1.1,12.7,54.6,1567
2024/03/06 04:00:00+00,12.4,0.7,13.5,49.6,1568
2024/03/06 05:00:00+00,15.1,1.1,16.8,44,1569
2024/03/06 06:00:00+00,21.9,1.9,24.7,37.1,1570
2024/03/06 07:00:00+00,32.4,3.3,37.5,27.5,1571
2024/03/06 08:00:00+00,46.2,7.6,57.9,16.3,1572
2024/03/06 09:00:00+00,52.3,15.7,76.3,15.9,1573
2024/03/06 10:00:00+00,46.5,14.9,69.4,24.7,1574
2024/03/06 11:00:00+00,33.9,9.8,48.9,41.3,1575
2024/03/06 12:00:00+00,27.8,10.2,43.5,49.8,1576
2024/03/06 13:00:00+00,,,,41.9,1577
2024/03/06 14:00:00+00,,,,39.5,1578
2024/03/06 15:00:00+00,36.2,8.7,49.5,36.5,1579
2024/03/06 16:00:00+00,40.2,6.3,49.8,34.4,1580
2024/03/06 17:00:00+00,42.2,4.6,49.2,31,1581
2024/03/06 18:00:00+00,38.7,2.4,42.3,33.4,1582
2024/03/06 19:00:00+00,49.1,2.8,53.4,23.2,1583
2024/03/06 20:00:00+00,40.7,1.6,43.2,34.3,1584
2024/03/06 21:00:00+00,26.4,0.9,27.9,42,1585
2024/03/06 22:00:00+00,38.1,1.5,40.4,28.5,1586
2024/03/06 23:00:00+00,31.3,2,34.5,29.4,1587
2024/03/07 00:00:00+00,31.4,1.4,33.6,28,1588
2024/03/07 01:00:00+00,29.5,2.4,33.1,24.8,1589
2024/03/07 02:00:00+00,25.3,1.1,26.9,29.8,1590
2024/03/07 03:00:00+00,24,1.4,26.3,28.7,1591
2024/03/07 04:00:00+00,21.8,1,23.4,33.3,1592
2024/03/07 05:00:00+00,20.9,1.2,22.7,31.9,1593
2024/03/07 06:00:00+00,38.2,3.2,42.9,15,1594
2024/03/07 07:00:00+00,49,10.4,64.8,8.1,1595
2024/03/07 08:00:00+00,42.4,13.1,62.6,19.7,1596
2024/03/07 09:00:00+00,42.9,18.6,71.4,24.6,1597
2024/03/07 10:00:00+00,38.2,18.6,66.7,35.6,1598
2024/03/07 11:00:00+00,45,30.7,86.1,35.4,1599
2024/03/07 12:00:00+00,17,6.9,27.7,51.1,1600
2024/03/07 13:00:00+00,12.2,5.7,20,56.8,1601
2024/03/07 14:00:00+00,,,,58.6,1602
2024/03/07 15:00:00+00,,,,62.8,1603
2024/03/07 16:00:00+00,16.4,2.4,20,65.6,1604
2024/03/07 17:00:00+00,21.4,1.9,24.2,60.8,1605
2024/03/07 18:00:00+00,21.3,1.3,23.4,60.5,1606
2024/03/07 19:00:00+00,32.8,0.9,34.2,45.6,1607
2024/03/07 20:00:00+00,35.2,1,36.8,39.7,1608
2024/03/07 21:00:00+00,24.9,1.2,26.8,48,1609
2024/03/07 22:00:00+00,18,0.6,19.1,54.1,1610
2024/03/07 23:00:00+00,18.6,0.7,19.6,52.1,1611
2024/03/08 00:00:00+00,17.1,0.8,18.3,50,1612
2024/03/08 01:00:00+00,15.1,1.1,16.9,47.4,1613
2024/03/08 02:00:00+00,13.1,1.3,15.1,45.2,1614
2024/03/08 03:00:00+00,12.9,1.2,14.7,41.4,1615
2024/03/08 04:00:00+00,13.2,0.8,14.6,39,1616
2024/03/08 05:00:00+00,19.5,0.6,20.4,31.4,1617
2024/03/08 06:00:00+00,26.2,1.5,28.5,23.9,1618
2024/03/08 07:00:00+00,36.9,7.6,48.2,13,1619
2024/03/08 08:00:00+00,34.5,11.3,51.8,16.6,1620
2024/03/08 09:00:00+00,58.9,56.1,136.5,19.5,1621
2024/03/08 10:00:00+00,51,31.8,96.8,34.1,1622
2024/03/08 11:00:00+00,25.5,13.7,43.3,52.2,1623
2024/03/08 12:00:00+00,,,,60.6,1624
2024/03/08 13:00:00+00,,,,61.7,1625
2024/03/08 14:00:00+00,,,,68.2,1626
2024/03/08 15:00:00+00,12.5,1.9,15.2,74.5,1627
2024/03/08 16:00:00+00,11.6,1.2,13.6,75.6,1628
2024/03/08 17:00:00+00,13.7,1.2,15.7,73.1,1629
2024/03/08 18:00:00+00,18.5,1.1,20.2,68.1,1630
2024/03/08 19:00:00+00,22.5,1,24.2,62.1,1631
2024/03/08 20:00:00+00,18.1,0.9,19.4,69.3,1632
2024/03/08 21:00:00+00,15.1,0.3,15.7,68.3,1633
2024/03/08 22:00:00+00,10.7,1.1,12.4,71.8,1634
2024/03/08 23:00:00+00,9.9,0,9.9,71.1,1635
2024/03/09 00:00:00+00,12.8,0.5,13.6,64.7,1636
2024/03/09 01:00:00+00,16.5,0.7,17.6,55.1,1637
2024/03/09 02:00:00+00,24,1,25.6,46.6,1638
2024/03/09 03:00:00+00,17.4,1.6,19.9,51.1,1639
2024/03/09 04:00:00+00,12.6,0.9,14.1,57.3,1640
2024/03/09 05:00:00+00,14.5,1.2,16.4,56,1641
2024/03/09 06:00:00+00,23.5,0.7,24.7,47,1642
2024/03/09 07:00:00+00,18.5,0.5,19.4,51.2,1643
2024/03/09 08:00:00+00,18.7,2.5,22.6,52,1644
2024/03/09 09:00:00+00,17.4,2.4,21.1,55.9,1645
2024/03/09 10:00:00+00,15.9,3.2,20.7,57.9,1646
2024/03/09 11:00:00+00,16.8,3.3,21.9,58.3,1647
2024/03/09 12:00:00+00,12,2.9,16.5,66.2,1648
2024/03/09 13:00:00+00,11.1,2,14.3,70,1649
2024/03/09 14:00:00+00,18,1.6,20.5,64.6,1650
2024/03/09 15:00:00+00,19.8,1.6,22.3,66,1651
2024/03/09 16:00:00+00,23,2.1,26.3,57.4,1652
2024/03/09 17:00:00+00,20.7,1.2,22.6,55.8,1653
2024/03/09 18:00:00+00,21.8,1.4,24,56.2,1654
2024/03/09 19:00:00+00,20.4,1.1,22.2,62.7,1655
2024/03/09 20:00:00+00,19.1,1.3,21.2,64.3,1656
2024/03/09 21:00:00+00,31.7,1,33.2,52.7,1657
2024/03/09 22:00:00+00,40.4,1.1,42,45,1658
2024/03/09 23:00:00+00,16.5,0.9,17.9,68.6,1659
2024/03/10 00:00:00+00,13.9,1.1,15.5,67.2,1660
2024/03/10 01:00:00+00,14.3,0.8,15.5,64.9,1661
2024/03/10 02:00:00+00,11.7,0.6,12.7,64.8,1662
2024/03/10 03:00:00+00,11,1,12.6,66,1663
2024/03/10 04:00:00+00,10.5,0.8,11.8,64.3,1664
2024/03/10 05:00:00+00,10.9,1,12.6,64.5,1665
2024/03/10 06:00:00+00,8.9,1.1,10.4,66.9,1666
2024/03/10 07:00:00+00,11.1,1.1,12.8,61.7,1667
2024/03/10 08:00:00+00,15.9,1.3,18,54.8,1668
2024/03/10 09:00:00+00,20.1,2.1,23.3,50.1,1669
2024/03/10 10:00:00+00,18.8,2.8,23.1,46.7,1670
2024/03/10 11:00:00+00,18.6,2.6,22.6,48.1,1671
2024/03/10 12:00:00+00,19.8,3.3,25,48.5,1672
2024/03/10 13:00:00+00,22.7,3.5,28,49.4,1673
2024/03/10 14:00:00+00,16.1,3.2,21.1,56.5,1674
2024/03/10 15:00:00+00,15.4,3.4,20.6,61.2,1675
2024/03/10 16:00:00+00,12.4,2.1,15.7,65.7,1676
2024/03/10 17:00:00+00,15.5,2.2,18.7,58,1677
2024/03/10 18:00:00+00,16.1,1.5,18.5,57.4,1678
2024/03/10 19:00:00+00,28.7,2.5,32.7,43.7,1679
2024/03/10 20:00:00+00,30.6,2.8,34.9,34.3,1680
2024/03/10 21:00:00+00,32.9,3.4,38.3,35.2,1681
2024/03/10 22:00:00+00,49.7,6.3,59.3,14.8,1682
2024/03/10 23:00:00+00,51.8,6.7,62,9.8,1683
2024/03/11 00:00:00+00,46.6,4.6,53.7,14.7,1684
2024/03/11 01:00:00+00,32.9,3.4,38.2,22.8,1685
2024/03/11 02:00:00+00,26.4,3.8,32.3,28.4,1686
2024/03/11 03:00:00+00,21.7,2.9,26.1,32.4,1687
2024/03/11 04:00:00+00,25.3,3,29.7,25,1688
2024/03/11 05:00:00+00,32.5,3.3,37.6,19.3,1689
2024/03/11 06:00:00+00,41.1,5.8,49.9,11.9,1690
2024/03/11 07:00:00+00,54,23.1,89.5,2.4,1691
2024/03/11 08:00:00+00,53.1,34.9,106.6,10.4,1692
2024/03/11 09:00:00+00,43.2,16.7,68,32.9,1693
2024/03/11 10:00:00+00,32,11.2,49.1,48.3,1694
2024/03/11 11:00:00+00,23,6,32.2,69.2,1695
2024/03/11 12:00:00+00,16.9,3.6,22.4,77.6,1696
2024/03/11 13:00:00+00,20.4,6.5,30.4,68.7,1697
2024/03/11 14:00:00+00,23.9,5.5,32.3,59.9,1698
2024/03/11 15:00:00+00,17,4.6,23.8,54.3,1699
2024/03/11 16:00:00+00,15.9,2.6,19.9,42,1700
2024/03/11 17:00:00+00,15.7,2.1,19,40.1,1701
2024/03/11 18:00:00+00,17.6,2,20.6,45.1,1702
2024/03/11 19:00:00+00,18.3,1.6,20.8,48.8,1703
2024/03/11 20:00:00+00,18.7,1.4,20.9,46.4,1704
2024/03/11 21:00:00+00,15.3,1.4,17.4,53.5,1705
2024/03/11 22:00:00+00,16.8,1.6,19.3,47.4,1706
2024/03/11 23:00:00+00,15.6,1.7,18.2,44.8,1707
2024/03/12 00:00:00+00,15,1.2,16.8,43.5,1708
2024/03/12 01:00:00+00,13.1,1,14.6,45.6,1709
2024/03/12 02:00:00+00,11.8,1.3,13.8,47,1710
2024/03/12 03:00:00+00,10.5,1.1,12.1,50.5,1711
2024/03/12 04:00:00+00,10.5,1.7,13.3,54.6,1712
2024/03/12 05:00:00+00,15.2,1.8,18,46.7,1713
2024/03/12 06:00:00+00,25.5,2.9,30,32,1714
2024/03/12 07:00:00+00,32.4,5.5,40.9,28,1715
2024/03/12 08:00:00+00,32.4,7.4,43.7,32.7,1716
2024/03/12 09:00:00+00,28.1,6,37.3,39.4,1717
